customer_id,age,occupation,dependents,monthly_income,monthly_expenses,monthly_debt_payment,monthly_savings,cash_savings,existing_investments,property_value,other_assets,total_assets,total_liabilities,net_worth,emergency_fund,insurance_coverage,credit_score,risk_tolerance,investment_experience,risk_score,financial_goal,goal_amount,current_goal_savings,goal_gap,time_horizon_years,preferred_investment,savings_rate,debt_to_income_ratio,risk_capacity_score,risk_willingness_score,target_risk_score,target_risk_category
C0440,50,Accountant,2,57264,30113,2716,24435,669979,477366,0,127240,1274585,108479,1166106,85917,1870164,750,Conservative,Intermediate,3.0,Retirement,5295207,394176,4901031,14,Debt MF,42.67,4.74,96.25,15.0,59.69,Moderate
C0441,36,Freelancer,2,66951,33757,11157,22037,517995,1856478,5110890,270071,7755434,1560100,6195334,70117,1701572,723,Moderate,Intermediate,6.6,Child Education,3611811,541461,3070350,11,Hybrid MF,32.92,16.66,83.55,52.0,69.35,Moderately Aggressive
C0442,24,Teacher,2,42046,24115,940,16991,250770,1192567,2450053,43794,3937184,643846,3293338,67813,0,687,Conservative,Advanced,4.6,Wealth Creation,5900853,1192567,4708286,7,Debt MF,40.41,2.24,94.4,28.0,64.52,Moderate
C0443,41,Government Employee,4,71311,43825,6132,21354,296168,830879,0,160427,1287474,21658,1265816,131009,3507367,793,Moderate,Intermediate,6.1,Wealth Creation,6095424,830879,5264545,11,Hybrid MF,29.94,8.6,80.8,60.0,71.44,Moderately Aggressive
C0444,54,Freelancer,0,82914,34651,9747,38516,194621,2402050,0,401320,2997991,341862,2656129,184310,1246858,818,Moderate,Intermediate,5.8,Wealth Creation,3013467,670692,2342775,5,Hybrid MF,46.45,11.76,82.05,60.0,72.13,Moderately Aggressive
C0445,60,Business Owner,2,109060,54386,5563,49111,819626,1606562,0,130628,2556816,71756,2485060,274539,3734658,688,Conservative,Intermediate,3.6,Child Education,2143224,858909,1284315,11,Bonds,45.03,5.1,91.95,12.0,55.97,Moderate
C0446,55,Government Employee,2,90809,46429,15833,28547,587586,552838,7803826,288177,9232427,3273138,5959289,84296,5136508,672,Aggressive,Beginner,8.9,Buy House,7386545,547831,6838714,13,Equity MF,31.44,17.44,80.5,79.0,79.83,Moderately Aggressive
C0447,33,Government Employee,3,89591,58328,16421,14842,715404,1045237,0,50504,1811145,60973,1750172,262598,4670409,626,Moderate,Beginner,5.6,Buy House,3761099,566718,3194381,12,Equity MF,16.57,18.33,79.8,44.0,63.69,Moderate
C0448,47,Government Employee,3,90510,40431,18243,31836,794562,1116141,0,115188,2025891,179089,1846802,50074,3729913,635,Moderate,Intermediate,5.9,Wealth Creation,1584682,287781,1296901,5,Bonds,35.17,20.16,78.1,60.0,69.95,Moderately Aggressive
C0449,28,Software Engineer,1,154946,47995,8894,98057,1562479,2541833,0,1170943,5275255,168977,5106278,143256,4238518,801,Conservative,Intermediate,3.6,Buy House,5382270,273672,5108598,9,Bonds,63.28,5.74,96.75,12.0,58.61,Moderate
C0450,49,Software Engineer,3,95518,63511,12326,19681,467514,840996,0,396544,1705054,117784,1587270,408233,0,702,Moderate,Intermediate,6.4,Retirement,4650869,840996,3809873,7,Gold,20.6,12.9,76.8,55.0,66.99,Moderate
C0451,36,Designer,1,74143,28343,12769,33031,321038,538028,4460892,55506,5375464,1540824,3834640,75812,3733353,694,Moderate,Intermediate,6.1,Retirement,8806709,538028,8268681,14,Equity MF,44.55,17.22,88.35,55.0,73.34,Moderately Aggressive
C0452,25,Bank Employee,1,39468,19709,7550,12209,402768,396692,5679730,75157,6554347,3163426,3390921,53497,1316058,639,Aggressive,Beginner,8.8,Wealth Creation,6239805,402768,5837037,8,ETF,30.93,19.13,82.2,87.0,84.36,Aggressive
C0453,57,Government Employee,4,80359,46213,13126,21020,356688,2158769,0,525695,3041152,296853,2744299,201292,0,792,Moderate,Intermediate,5.8,Child Education,4487967,479041,4008926,10,Equity MF,26.16,16.33,78.4,52.0,66.52,Moderate
C0454,60,Bank Employee,0,69229,34796,7891,26542,726318,331216,1446167,7368,2511069,461416,2049653,200738,2746872,737,Moderate,Intermediate,6.0,Buy House,3245559,505644,2739915,14,Gold,38.34,11.4,82.75,52.0,68.91,Moderately Aggressive
C0455,60,Software Engineer,3,88500,61714,17338,9448,457789,1567678,0,512172,2537639,534497,2003142,227975,0,614,Aggressive,Intermediate,9.6,Wealth Creation,4646045,1092879,3553166,15,ETF,10.68,19.59,68.75,95.0,80.56,Moderately Aggressive
C0456,30,Teacher,4,80161,43432,21757,14972,666376,1009630,3885891,165050,5726947,605092,5121855,264598,2845347,734,Aggressive,Beginner,8.9,Buy House,7228575,1009630,6218945,9,Stocks,18.68,27.14,73.45,79.0,75.95,Moderately Aggressive
C0457,35,Sales Executive,0,76109,39719,15395,20995,332839,1127009,0,222220,1682068,441342,1240726,214458,1096557,718,Moderate,Advanced,6.9,Travel,692523,210297,482226,7,Gold,27.59,20.23,71.9,63.0,67.9,Moderate
C0458,41,Designer,3,57974,25956,8155,23863,518238,1303513,5346716,223470,7391937,527134,6864803,178163,2806316,668,Conservative,Intermediate,3.0,Child Education,5395648,499879,4895769,13,Bonds,41.16,14.07,93.6,12.0,56.88,Moderate
C0459,54,Doctor,2,103493,61767,5932,35794,641998,3013899,0,599469,4255366,60852,4194514,417998,0,636,Moderate,Intermediate,6.2,Wealth Creation,5666593,1370774,4295819,9,Equity MF,34.59,5.73,87.85,60.0,75.32,Moderately Aggressive
C0460,42,Designer,0,86566,36472,10784,39310,919033,2478367,0,653073,4050473,163983,3886490,79098,5140132,687,Conservative,Beginner,3.3,Child Education,4845694,648194,4197500,9,Debt MF,45.41,12.46,90.65,4.0,51.66,Moderate
C0461,42,Government Employee,4,63572,41851,7625,14096,691484,1476891,0,454323,2622698,116834,2505864,162005,3599151,669,Aggressive,Intermediate,9.1,Child Education,3763305,208841,3554464,6,Equity MF,22.17,11.99,77.85,87.0,81.97,Moderately Aggressive
C0462,29,Doctor,3,121081,63569,19731,37781,923421,1057326,7950731,770866,10702344,2659377,8042967,464254,0,602,Moderate,Intermediate,5.9,Child Education,3537017,1057326,2479691,14,Hybrid MF,31.2,16.3,87.4,52.0,71.47,Moderately Aggressive
C0463,46,Government Employee,1,73628,42721,10967,19940,650727,620759,0,148317,1419803,118034,1301769,316611,0,647,Moderate,Beginner,5.4,Retirement,7307122,650727,6656395,7,Gold,27.08,14.9,77.25,47.0,63.64,Moderate
C0464,33,Sales Executive,4,46635,32284,4414,9937,508456,486832,6117857,326174,7439319,3306266,4133053,85747,2486069,742,Aggressive,Beginner,9.3,Travel,1275354,444328,831026,4,Equity MF,21.31,9.46,74.4,82.0,77.82,Moderately Aggressive
C0465,38,Accountant,2,58923,27721,1911,29291,670969,1367964,0,12472,2051405,76660,1974745,166462,2794833,747,Conservative,Intermediate,3.8,Child Education,4048390,910011,3138379,13,Bonds,49.71,3.24,98.05,12.0,59.33,Moderate
C0466,21,Bank Employee,0,71696,27460,3744,40492,158154,902599,0,198136,1258889,52227,1206662,97700,1387771,841,Moderate,Beginner,6.4,Higher Education,2792295,823538,1968757,14,Hybrid MF,56.48,5.22,96.0,44.0,72.6,Moderately Aggressive
C0467,43,Teacher,2,64363,35599,9931,18833,746915,647192,0,449082,1843189,336562,1506627,154265,3182028,695,Moderate,Intermediate,6.4,Wealth Creation,6311015,746915,5564100,14,Bonds,29.26,15.43,80.3,60.0,71.16,Moderately Aggressive
C0468,53,Business Owner,1,135891,59958,7719,68214,978884,1982743,0,389673,3351300,214755,3136545,85472,0,681,Conservative,Advanced,4.7,Wealth Creation,6303864,370241,5933623,7,PPF,50.2,5.68,90.2,28.0,62.21,Moderate
C0469,51,Business Owner,1,129364,65276,10164,53924,458093,440142,0,684583,1582818,354770,1228048,334392,0,828,Moderate,Intermediate,6.8,Child Education,1223841,458093,765748,13,Bonds,41.68,7.86,93.1,52.0,74.61,Moderately Aggressive
C0470,41,Freelancer,1,108828,55226,11104,42498,974536,2109934,5813275,550115,9447860,1905896,7541964,309551,2420222,836,Moderate,Beginner,5.7,Higher Education,4448406,1896214,2552192,12,Equity MF,39.05,10.2,85.6,44.0,66.88,Moderate
C0471,43,Teacher,2,45247,23726,5927,15594,379788,707247,0,26422,1113457,158995,954462,128459,2196026,755,Conservative,Intermediate,4.2,Buy House,4492055,456672,4035383,9,PPF,34.46,13.1,85.5,12.0,52.43,Moderate
C0472,36,Accountant,2,42848,17795,1195,23858,444767,1194879,0,281849,1921495,3962,1917533,117936,1226475,810,Moderate,Intermediate,7.0,Wealth Creation,6990053,1194879,5795174,10,Bonds,55.68,2.79,95.55,60.0,79.55,Moderately Aggressive
C0473,47,Accountant,2,63479,36173,5723,21583,434448,813157,0,306332,1553937,44573,1509364,192158,3695484,602,Moderate,Intermediate,6.3,Retirement,8367843,418990,7948853,8,Equity MF,34.0,9.02,88.9,55.0,73.65,Moderately Aggressive
C0474,57,Doctor,0,146894,68799,1532,76563,1659817,554156,5061779,134587,7410339,1741288,5669051,439933,0,696,Moderate,Intermediate,6.0,Buy House,5892960,1659817,4233143,7,Equity MF,52.12,1.04,86.6,52.0,71.03,Moderately Aggressive
C0475,58,Government Employee,3,51176,27920,9259,13997,141707,1152691,4986788,173669,6454855,925842,5529013,68357,0,714,Moderate,Intermediate,5.9,Wealth Creation,3096571,565450,2531121,6,Gold,27.35,18.09,71.45,60.0,66.3,Moderate
C0476,34,Designer,2,68613,39759,1923,26931,482798,1331448,2834072,88469,4736787,822402,3914385,85688,2760546,732,Conservative,Beginner,2.9,Buy House,8226344,1331448,6894896,8,Debt MF,39.25,2.8,87.85,4.0,50.12,Moderate
C0477,57,Freelancer,2,94648,33021,13286,48341,486676,1458810,6561024,366168,8872678,3713998,5158680,229266,2845969,687,Moderate,Beginner,6.6,Child Education,2163162,797984,1365178,7,Bonds,51.07,14.04,79.6,44.0,63.58,Moderate
C0478,27,Software Engineer,3,129207,80992,22754,25461,723697,3620299,4794406,86454,9224856,2496553,6728303,531524,2056463,847,Moderate,Intermediate,5.9,Retirement,3382888,1108200,2274688,12,Bonds,19.71,17.61,77.7,55.0,67.49,Moderate
C0479,32,Freelancer,2,68782,28260,1715,38807,712668,1174579,0,328569,2215816,32473,2183343,33404,2729848,766,Moderate,Intermediate,7.1,Buy House,5795849,797346,4998503,7,Hybrid MF,56.42,2.49,93.35,52.0,74.74,Moderately Aggressive
C0480,48,Accountant,1,51844,22043,5794,24007,526574,522710,0,126928,1176212,154008,1022204,61821,0,738,Conservative,Advanced,3.7,Retirement,4198215,526574,3671641,13,PPF,46.31,11.18,92.55,23.0,61.25,Moderate
C0481,23,Business Owner,0,139616,52401,21997,65218,712213,3826464,0,667457,5206134,509006,4697128,123515,3824057,609,Moderate,Advanced,6.3,Retirement,9315467,724045,8591422,5,Equity MF,46.71,15.76,90.4,63.0,78.07,Moderately Aggressive
C0482,42,Teacher,2,66047,31819,7130,27098,349117,1026566,2530903,514317,4420903,937065,3483838,197381,3527297,716,Conservative,Intermediate,3.7,Wealth Creation,3855732,1026566,2829166,10,Bonds,41.03,10.8,87.65,20.0,57.21,Moderate
C0483,41,Sales Executive,1,42388,26159,6719,9510,237803,963540,800523,257260,2259126,303122,1956004,36362,1626862,713,Moderate,Beginner,6.2,Retirement,9809331,963540,8845791,9,Gold,22.44,15.85,76.8,47.0,63.39,Moderate
C0484,49,Designer,2,74710,36655,6899,31156,665389,1167295,3851931,290502,5975117,1119010,4856107,83892,2494970,670,Aggressive,Intermediate,10.0,Wealth Creation,4400617,1167295,3233322,8,Equity MF,41.7,9.23,90.6,95.0,92.58,Aggressive
C0485,40,Accountant,0,63146,28526,10156,24464,338677,826573,3430143,201845,4797238,1370002,3427236,223544,3635251,734,Moderate,Intermediate,6.2,Higher Education,2881208,786119,2095089,5,Equity MF,38.74,16.08,80.15,52.0,67.48,Moderate
C0486,23,Designer,0,63225,21781,10702,30742,429643,235115,4966977,271730,5903465,408396,5495069,29908,3275784,733,Moderate,Intermediate,6.9,Wealth Creation,4120816,429643,3691173,15,Gold,48.62,16.93,96.0,60.0,79.8,Moderately Aggressive
C0487,47,Doctor,1,147558,69635,10960,66963,368137,3630363,4466864,892548,9357912,543589,8814323,110816,3354603,792,Aggressive,Beginner,8.7,Buy House,3359917,908855,2451062,7,Stocks,45.38,7.43,87.1,79.0,83.46,Moderately Aggressive
C0488,41,Bank Employee,2,64567,27868,7430,29269,667248,1416795,0,293729,2377772,97694,2280078,189290,1589337,700,Conservative,Advanced,3.8,Retirement,6319337,1416795,4902542,15,Bonds,45.33,11.51,93.6,23.0,61.83,Moderate
C0489,53,Teacher,3,64412,40665,4174,19573,772366,389508,0,484392,1646266,70225,1576041,161396,2165230,757,Moderate,Intermediate,6.5,Travel,480954,44838,436116,9,Gold,30.39,6.48,88.0,55.0,73.15,Moderately Aggressive
C0490,50,Doctor,1,158624,89723,34646,34255,1245910,2614282,2475577,1046314,7382083,790055,6592028,531389,9017972,725,Moderate,Advanced,7.4,Wealth Creation,6454336,1227721,5226615,13,Bonds,21.6,21.84,78.25,68.0,73.64,Moderately Aggressive
C0491,59,Government Employee,4,49761,34005,10098,5658,478000,1031894,4323701,373447,6207042,2435642,3771400,50364,735992,662,Moderate,Intermediate,6.6,Buy House,7629176,1031894,6597282,9,Bonds,11.37,20.29,63.1,52.0,58.11,Moderate
C0492,29,Sales Executive,2,38022,22040,2681,13301,241977,608622,0,6575,857174,31309,825865,159181,641412,690,Aggressive,Advanced,10.0,Emergency Fund,223595,34342,189253,5,Equity MF,34.98,7.05,88.8,86.0,87.54,Aggressive
C0493,58,Freelancer,4,92924,66047,8655,18222,988408,2578126,0,19453,3585987,354242,3231745,345801,0,721,Conservative,Intermediate,3.4,Buy House,9747649,2578126,7169523,5,Bonds,19.61,9.31,74.45,12.0,46.35,Moderately Conservative
C0494,43,Accountant,0,83191,39412,13826,29953,205521,1867812,5710345,584000,8367678,2268779,6098899,200811,1534967,753,Moderate,Intermediate,6.7,Buy House,8683835,1771183,6912652,8,Gold,36.01,16.62,78.5,52.0,66.58,Moderate
C0495,43,Doctor,1,169679,79278,12505,77896,878077,936772,0,1240190,3055039,285640,2769399,616121,7541055,729,Moderate,Intermediate,6.6,Child Education,3021435,506566,2514869,12,Gold,45.91,7.37,97.3,52.0,76.92,Moderately Aggressive
C0496,21,Teacher,1,64458,20974,2641,40843,504355,1697781,0,347622,2549758,19397,2530361,23962,2309512,845,Moderate,Intermediate,6.9,Wealth Creation,5034681,1697781,3336900,8,Hybrid MF,63.36,4.1,97.2,60.0,80.46,Moderately Aggressive
C0497,41,Designer,4,67438,35063,0,32375,336027,1136023,0,69272,1541322,0,1541322,259114,1848400,674,Moderate,Beginner,5.9,Retirement,7316861,572909,6743952,12,Gold,48.01,0.0,97.6,47.0,74.83,Moderately Aggressive
C0498,52,Accountant,1,69635,44509,12083,13043,492196,1887538,0,9705,2389439,350250,2039189,275623,0,732,Conservative,Advanced,3.7,Retirement,7771513,532557,7238956,14,PPF,18.73,17.35,76.95,23.0,52.67,Moderate
C0499,46,Business Owner,3,192728,113342,50551,28835,1508906,4946829,0,908928,7364663,1406930,5957733,486562,8254448,794,Moderate,Beginner,6.7,Retirement,5964118,2460482,3503636,7,Hybrid MF,14.96,26.23,65.25,47.0,57.04,Moderate
C0500,53,Teacher,4,57563,28823,5143,23597,489193,1603379,922506,222733,3237811,41107,3196704,40386,1818979,762,Aggressive,Beginner,8.3,Wealth Creation,3472130,587041,2885089,8,Equity MF,40.99,8.93,93.0,87.0,90.3,Aggressive
