customer_id,age,occupation,dependents,monthly_income,monthly_expenses,monthly_debt_payment,monthly_savings,cash_savings,existing_investments,property_value,other_assets,total_assets,total_liabilities,net_worth,emergency_fund,insurance_coverage,credit_score,risk_tolerance,investment_experience,financial_goal,goal_amount,current_goal_savings,goal_gap,time_horizon_years,preferred_investment,savings_rate,debt_to_income_ratio,risk_capacity_score,risk_willingness_score,target_risk_score,target_risk_category
C00111,51,Government Employee,0,49207,23041,13056,13110,279241,1380730,2954989,174167,4789127,1620443,3168684,110254,6757462,732,Moderately Aggressive,Beginner,Travel,925312,308199,617113,3,Gold,26.64,26.53,63.7,67.0,65.19,Moderate
C00112,46,Freelancer,2,50173,19511,15810,14852,96972,1409343,1853901,42125,3402341,1311776,2090565,75733,11454445,780,Moderately Conservative,Intermediate,Wealth Creation,2029530,337631,1691899,5,Equity MF,29.6,31.51,63.25,40.0,52.79,Moderate
C00113,22,Accountant,1,68634,31976,5310,31348,169978,110678,0,133980,414636,76623,338013,148077,6333932,800,Moderately Conservative,Intermediate,Retirement,9448844,77474,9371370,38,Equity MF,45.67,7.74,93.0,35.0,66.9,Moderate
C00114,37,Business Owner,2,108443,49480,0,58963,275479,4150904,7150204,162285,11738872,0,11738872,142097,6801536,801,Moderately Conservative,Intermediate,Retirement,11896174,1319625,10576549,23,Hybrid MF,54.37,0.0,94.2,35.0,67.56,Moderate
C00115,24,Teacher,0,105467,33646,20707,51114,156312,833996,0,89152,1079460,799677,279783,84205,18952315,807,Moderately Aggressive,Beginner,Emergency Fund,2226538,583797,1642741,5,PPF,48.46,19.63,77.4,55.0,67.32,Moderate
C00116,39,Teacher,4,89664,49359,24295,16010,638619,448092,3295961,157283,4539955,4114120,425835,171968,12235448,758,Moderately Aggressive,Intermediate,Retirement,20191235,313664,19877571,21,FD,17.86,27.1,62.900000000000006,75.0,68.34,Moderately Aggressive
C00117,61,Sales Executive,0,88672,43318,0,45354,565265,7895649,4336501,238015,13035430,0,13035430,314810,15957710,751,Moderately Conservative,Intermediate,Wealth Creation,9800192,985268,8814924,15,Debt MF,51.15,0.0,94.6,40.0,70.03,Moderately Aggressive
C00118,52,Teacher,1,225025,92781,12971,119273,498461,14272609,12516184,376047,27663301,952404,26710897,428181,45359195,772,Moderately Conservative,Intermediate,Child Education,4510907,1099231,3411676,5,Equity MF,53.0,5.76,86.35,32.0,61.89,Moderate
C00119,29,Government Employee,0,94457,42312,14248,37897,202310,839823,0,150141,1192274,210800,981474,202310,11599339,797,Moderate,Advanced,Retirement,10272622,587876,9684746,31,Gold,40.12,15.08,88.4,63.0,76.97,Moderately Aggressive
C00120,36,Teacher,3,89123,51874,23452,13797,440744,647278,6341624,321301,7750947,1749037,6001910,282322,14686212,729,Conservative,Beginner,Wealth Creation,10086734,453094,9633640,15,Debt MF,15.48,26.31,72.35,12.0,45.19,Moderately Conservative
C00121,35,Government Employee,3,71547,24125,14692,32730,321860,1234142,5780289,149168,7485459,2610067,4875392,110637,5764644,769,Conservative,Intermediate,Travel,318483,90970,227513,1,Equity MF,45.75,20.53,73.3,15.0,45.0,Moderately Conservative
C00122,34,Designer,0,156209,72662,44679,38868,256397,1304617,9451732,177518,11190264,4849826,6340438,256397,9748407,810,Conservative,Beginner,Retirement,30826388,913231,29913157,26,Bonds,24.88,28.6,70.65,7.0,42.01,Moderately Conservative
C00123,40,Data Scientist,1,93611,37640,18810,37161,174699,2321230,3678749,73678,6248356,2176479,4071877,174699,16682538,766,Moderately Aggressive,Intermediate,Wealth Creation,3552009,707293,2844716,5,Bonds,39.7,20.09,69.15,80.0,74.03,Moderately Aggressive
C00124,40,Sales Executive,2,64089,30137,14668,19284,201588,1025830,4169615,92709,5489742,2242976,3246766,201588,10093783,708,Moderate,Intermediate,Child Education,241958,30297,211661,1,ETF,30.09,22.89,67.55,52.0,45.0,Moderately Conservative
C00125,35,Consultant,2,221320,75205,52438,93677,997881,4953550,10830641,313889,17095961,7517349,9578612,190344,36994653,773,Aggressive,Advanced,Child Education,4699848,1465147,3234701,5,FD,42.33,23.69,78.9,95.0,86.15,Aggressive
C00126,25,Doctor,0,64560,32676,16890,14994,144192,202859,0,92533,439584,468040,-28456,144192,4969760,769,Moderately Aggressive,Intermediate,Travel,2809914,142001,2667913,7,Hybrid MF,23.22,26.16,60.4,75.0,66.97,Moderate
C00127,56,Data Scientist,0,272522,127925,55286,89311,1260330,9306932,19809341,723739,31100342,8374519,22725823,162793,57415352,782,Moderately Conservative,Intermediate,Emergency Fund,10174303,3118945,7055358,7,Gold,32.77,20.29,69.75,23.0,48.71,Moderate
C00128,46,Software Engineer,2,424650,209990,75038,139622,1665172,19549835,34446217,836586,56497810,13049414,43448396,1434194,53182163,748,Moderately Conservative,Beginner,Buy House,22182657,6914955,15267702,7,Stocks,32.88,17.67,79.25,24.0,54.39,Moderate
C00129,53,Teacher,0,160103,77222,0,82881,177579,10776442,9259377,108575,20321973,0,20321973,177579,28022153,801,Conservative,Intermediate,Wealth Creation,8084479,494045,7590434,10,ETF,51.77,0.0,84.0,20.0,55.2,Moderate
C00130,35,Software Engineer,2,157140,55983,20013,81144,781906,4115897,0,448484,5346287,941447,4404840,238211,33396937,732,Moderate,Beginner,Travel,1553965,123984,1429981,2,Equity MF,51.64,12.74,80.3,47.0,45.0,Moderately Conservative
C00131,33,Software Engineer,0,106076,56054,33173,16849,763070,1066293,7883363,301986,10014712,3182153,6832559,147284,8840608,709,Moderately Conservative,Intermediate,Wealth Creation,8759584,746405,8013179,15,PPF,15.88,31.27,69.8,40.0,56.39,Moderate
C00132,56,Doctor,0,116628,39624,0,77004,319611,9714132,5730486,157472,15921701,0,15921701,62443,16645746,792,Conservative,Beginner,Retirement,12397679,2994450,9403229,4,Stocks,66.03,0.0,82.95,7.0,48.77,Moderate
C00133,65,Freelancer,0,137682,70019,31272,36391,717307,8965098,10241676,196498,20120579,4497653,15622926,273985,20995559,741,Conservative,Intermediate,Retirement,24930900,4494059,20436841,1,Debt MF,26.43,22.71,61.8,15.0,40.74,Moderately Conservative
C00134,45,Software Engineer,2,307153,140703,92245,74205,1245942,8602800,22818749,523836,33191327,6497928,26693399,689092,65153832,718,Moderately Aggressive,Intermediate,Wealth Creation,22129465,6021960,16107505,15,PPF,24.16,30.03,76.0,80.0,77.8,Moderately Aggressive
C00135,52,Freelancer,1,169015,85739,10278,72998,385010,6576795,0,185128,7146933,295870,6851063,385010,14840969,630,Moderately Conservative,Intermediate,Travel,8570279,2451441,6118838,10,Bonds,43.19,6.08,89.15,35.0,64.78,Moderate
C00136,51,Software Engineer,1,151013,82821,0,68192,442400,13710522,0,352963,14505885,0,14505885,442400,29549035,737,Moderate,Intermediate,Child Education,1852879,338915,1513964,3,Stocks,45.16,0.0,83.7,52.0,69.44,Moderately Aggressive
C00137,53,Accountant,1,83651,41030,12930,29691,91491,3155394,6124233,31166,9402284,1311231,8091053,49676,19496422,760,Conservative,Beginner,Buy House,11130925,2208775,8922150,15,Gold,35.49,15.46,77.8,4.0,44.59,Moderately Conservative
C00138,58,Government Employee,0,144080,61578,73581,8921,376896,1487207,0,117380,1981483,1869716,111767,376896,10247765,590,Conservative,Advanced,Retirement,14843720,1041044,13802676,2,Bonds,6.19,51.07,33.85,23.0,28.97,Conservative
C00139,59,Freelancer,0,178845,82681,50709,45455,876868,7773979,12940918,330617,21922382,4861109,17061273,144642,24897092,745,Conservative,Intermediate,Emergency Fund,8334961,757841,7577120,10,Hybrid MF,25.42,28.35,71.1,3.0,40.45,Moderately Conservative
C00140,46,Consultant,1,177130,75559,80501,21070,678293,856175,0,348565,1883033,2993738,-1110705,292866,28500990,676,Conservative,Beginner,Wealth Creation,26953434,599322,26354112,20,PPF,11.9,45.45,56.85,12.0,36.67,Moderately Conservative
C00141,58,Bank Employee,1,111081,53906,22387,34788,381793,5539501,8168723,131352,14221369,1730898,12490471,97564,7209712,679,Moderately Conservative,Advanced,Buy House,6806083,2295308,4510775,7,Stocks,31.32,20.15,72.45,40.0,57.85,Moderate
C00142,37,Accountant,2,106584,39466,29528,37590,259366,2433628,0,111726,2804720,842388,1962332,123252,24286217,753,Conservative,Beginner,Retirement,14893427,1703539,13189888,23,Hybrid MF,35.27,27.7,75.2,7.0,44.51,Moderately Conservative
C00143,31,Consultant,2,305812,136103,0,169709,1330928,6869459,0,1016975,9217362,0,9217362,180676,35944338,791,Moderate,Advanced,Retirement,51980840,4808621,47172219,29,Hybrid MF,55.49,0.0,95.1,63.0,80.66,Moderately Aggressive
C00144,23,Accountant,0,71426,34556,14313,22557,277454,93854,0,214991,586299,285344,300955,248916,16297609,749,Moderate,Intermediate,Retirement,13209445,65697,13143748,37,Debt MF,31.58,20.04,81.0,55.0,69.3,Moderately Aggressive
C00145,49,Bank Employee,1,174857,69930,20600,84327,546030,14856256,11104473,215751,26722510,1333073,25389437,203076,10692195,800,Moderately Conservative,Beginner,Buy House,5876086,1904758,3971328,5,Debt MF,48.23,11.78,82.8,24.0,56.34,Moderate
C00146,29,Data Scientist,0,89190,42941,19456,26793,244188,674765,0,109961,1028914,345696,683218,94322,12064380,755,Moderate,Beginner,Retirement,10778284,472335,10305949,31,FD,30.04,21.81,76.4,47.0,63.17,Moderate
C00147,32,Software Engineer,0,144807,62052,0,82755,283228,5305317,11176471,180896,16945912,0,16945912,283228,29061430,721,Aggressive,Intermediate,Retirement,21983889,3216984,18766905,28,Hybrid MF,57.15,0.0,94.95,90.0,92.72,Aggressive
C00148,48,Business Owner,3,123569,75185,13662,34722,887759,4229660,7117922,357298,12592639,2247161,10345478,119143,12110091,623,Conservative,Beginner,Retirement,27075557,2960762,24114795,12,Hybrid MF,28.1,11.06,79.55,7.0,46.9,Moderately Conservative
C00149,50,Doctor,0,156581,74433,0,82148,498918,6834266,10458391,177563,17969138,0,17969138,498918,34639504,724,Conservative,Intermediate,Wealth Creation,12464253,820810,11643443,15,Stocks,52.46,0.0,96.25,20.0,61.94,Moderate
C00150,45,Sales Executive,1,84238,39574,21535,23129,382079,3569637,0,175992,4127708,604528,3523180,210985,15143106,829,Moderate,Beginner,Retirement,14120004,2498745,11621259,15,ETF,27.46,25.56,79.0,47.0,64.6,Moderate
C00151,21,Bank Employee,0,73490,31217,6173,36100,314856,327435,0,124241,766532,224409,542123,161070,12387990,769,Conservative,Intermediate,Wealth Creation,4178869,229204,3949665,7,Stocks,49.12,8.4,88.4,20.0,57.62,Moderate
C00152,44,Government Employee,2,222305,108730,66867,46708,824613,2507069,10762317,178702,14272701,9078200,5194501,433266,35272275,718,Moderate,Intermediate,Travel,4724473,836060,3888413,7,PPF,21.01,30.08,60.55,55.0,58.05,Moderate
C00153,40,Bank Employee,1,72285,32782,18930,20573,303750,2248079,0,172740,2724569,623233,2101336,90984,14177992,707,Moderate,Intermediate,Wealth Creation,9317693,904763,8412930,20,Equity MF,28.46,26.19,76.75,60.0,69.21,Moderately Aggressive
C00154,23,Bank Employee,1,64284,25057,3214,36013,157336,168377,0,32684,358397,101082,257315,157336,14937910,764,Moderate,Beginner,Buy House,8570196,117863,8452333,20,Debt MF,56.02,5.0,97.0,44.0,73.15,Moderately Aggressive
C00155,23,Business Owner,0,375003,173126,86842,115035,1001165,461225,0,580112,2042502,1443290,599212,874190,69306548,753,Moderate,Intermediate,Child Education,6302181,322857,5979324,3,Hybrid MF,30.68,23.16,65.6,52.0,59.48,Moderate
C00156,26,Software Engineer,0,293232,117561,0,175671,1061195,3409575,0,267017,4737787,0,4737787,164489,23161520,751,Moderate,Intermediate,Buy House,23777273,2386702,21390571,10,Debt MF,59.91,0.0,93.05,52.0,74.58,Moderately Aggressive
C00157,31,Freelancer,2,104326,46965,20890,36471,607542,834335,4040578,400926,5883381,3013442,2869939,155898,18947617,686,Moderate,Intermediate,Child Education,2305150,584034,1721116,7,Debt MF,34.96,20.02,71.5,52.0,62.73,Moderate
C00158,63,Accountant,0,175493,74078,0,101415,516909,25118322,0,240476,25875707,0,25875707,410216,12470590,735,Conservative,Advanced,Higher Education,538697,116948,421749,1,Debt MF,57.79,0.0,83.1,20.0,45.0,Moderately Conservative
C00159,43,Sales Executive,2,78040,31462,0,46578,287649,6411000,4103583,196121,10998353,0,10998353,150449,5796066,734,Moderately Conservative,Intermediate,Higher Education,1586817,163451,1423366,7,Bonds,59.68,0.0,91.7,32.0,64.84,Moderate
C00160,35,Freelancer,1,166227,61949,50539,53739,774461,2882406,11745462,173611,15575940,5491099,10084841,285831,27347024,723,Moderately Conservative,Advanced,Buy House,23344647,1347526,21997121,15,Equity MF,32.33,30.4,79.5,40.0,61.73,Moderate
C00161,64,Software Engineer,1,181004,89871,27778,63355,657040,5843546,0,457171,6957757,921341,6036416,312006,36917757,801,Moderately Conservative,Intermediate,Child Education,550222,75154,475068,1,Debt MF,35.0,15.35,69.95,32.0,45.0,Moderately Conservative
C00162,57,Doctor,0,211774,86366,41636,83772,820818,7500039,15169390,284410,23774657,5486004,18288653,319184,45291055,757,Moderate,Advanced,Emergency Fund,4311931,226665,4085266,5,ETF,39.56,19.66,77.6,51.0,65.63,Moderate
C00163,21,Sales Executive,0,58002,23256,8074,26672,173288,134044,0,132072,439404,382910,56494,152917,11380946,760,Aggressive,Intermediate,Wealth Creation,10852298,93830,10758468,20,FD,45.98,13.92,84.0,95.0,88.95,Aggressive
C00164,33,Sales Executive,0,56326,31223,17366,7737,335456,382766,2668295,86607,3473124,1415047,2058077,205528,10248980,737,Moderate,Intermediate,Retirement,11738791,267936,11470855,27,Bonds,13.74,30.83,69.8,55.0,63.14,Moderate
C00165,31,Government Employee,2,74249,37444,9178,27627,242092,1495586,3318843,187456,5243977,1531042,3712935,208410,10598007,797,Conservative,Intermediate,Buy House,8956867,1046910,7909957,15,Debt MF,37.21,12.36,84.1,12.0,51.66,Moderate
C00166,25,Doctor,1,208073,100541,36905,70627,889128,822935,0,573810,2285873,476339,1809534,350267,41705793,697,Moderate,Intermediate,Wealth Creation,8969995,576054,8393941,5,Stocks,33.94,17.74,82.4,60.0,72.32,Moderately Aggressive
C00167,43,Teacher,1,76944,34902,19108,22934,314743,1639013,4511932,80213,6545901,2581143,3964758,169404,10258619,744,Moderately Conservative,Intermediate,Emergency Fund,462032,116427,345605,1,Hybrid MF,29.81,24.83,62.1,23.0,44.51,Moderately Conservative
C00168,58,Freelancer,1,309112,152893,41029,115190,1384583,19767323,12338389,349846,33840141,3307738,30532403,707365,30453418,751,Moderately Conservative,Beginner,Retirement,49134424,13837126,35297298,2,Stocks,37.26,13.27,74.85,27.0,45.0,Moderately Conservative
C00169,31,Business Owner,0,170749,52471,99713,18565,188640,631087,6615093,53305,7488125,5993900,1494225,188640,11001569,665,Conservative,Beginner,Retirement,20945819,441760,20504059,29,PPF,10.87,58.4,53.1,7.0,32.36,Moderately Conservative
C00170,31,Teacher,0,78066,31837,12198,34031,320296,1097342,3585357,161004,5163999,1188850,3975149,127101,13750494,711,Moderate,Intermediate,Wealth Creation,2567245,768139,1799106,5,Gold,43.59,15.63,86.5,60.0,74.58,Moderately Aggressive
C00171,58,Designer,0,144975,68855,38908,37212,387625,11382778,0,255363,12025766,672370,11353396,387625,33359375,710,Moderate,Intermediate,Retirement,19869403,2687334,17182069,2,Equity MF,25.67,26.84,61.85,55.0,45.0,Moderately Conservative
C00172,31,Software Engineer,0,125937,63271,32928,29738,875592,1805301,8443847,503454,11628194,4498032,7130162,199304,27044004,770,Moderate,Advanced,Wealth Creation,5502596,1263710,4238886,5,FD,23.61,26.15,69.5,68.0,68.83,Moderately Aggressive
C00173,44,Accountant,2,104469,35393,9228,59848,129926,5538218,5396155,31513,11095812,941030,10154782,129926,10650939,766,Conservative,Intermediate,Buy House,11425606,614130,10811476,20,Stocks,57.29,8.83,93.15,12.0,56.63,Moderate
C00174,40,Data Scientist,2,81983,27705,25852,28426,79800,2082342,4585062,36174,6783378,3986576,2796802,65660,17023409,733,Moderately Conservative,Intermediate,Retirement,6917197,1457639,5459558,20,Equity MF,34.67,31.53,66.75,35.0,52.46,Moderate
C00175,45,Government Employee,2,82202,35565,16401,30236,191222,4253040,0,122327,4566589,714147,3852442,191222,8362527,662,Conservative,Intermediate,Retirement,14092489,2977128,11115361,15,Bonds,36.78,19.95,84.0,15.0,52.95,Moderate
C00176,28,Government Employee,2,64466,25174,15172,24120,315415,1113170,0,190180,1618765,199390,1419375,119444,4305399,682,Moderately Aggressive,Advanced,Retirement,7356019,779219,6576800,32,FD,37.42,23.53,86.55,83.0,84.95,Aggressive
C00177,65,Designer,0,113673,66939,5702,41032,327598,5383201,5113234,174717,10998750,541480,10457270,262518,14531506,719,Conservative,Advanced,Higher Education,1747908,294982,1452926,2,Gold,36.1,5.02,73.8,20.0,45.0,Moderately Conservative
C00178,48,Data Scientist,2,268077,141642,0,126435,355928,25699621,11862426,172951,38090926,0,38090926,355928,22792012,794,Moderately Aggressive,Intermediate,Retirement,48939830,2693326,46246504,12,Equity MF,47.16,0.0,87.55,75.0,81.9,Moderately Aggressive
C00179,53,Data Scientist,1,316472,147662,54035,114775,1455460,21098036,0,394332,22947828,1429437,21518391,967466,31549594,803,Conservative,Beginner,Travel,3968954,258319,3710635,3,FD,36.27,17.07,78.4,7.0,46.27,Moderately Conservative
C00180,26,Accountant,2,96912,40469,9869,46574,536488,770700,0,392967,1700155,340634,1359521,269437,7019011,747,Moderately Conservative,Beginner,Retirement,10974643,539490,10435153,34,Debt MF,48.06,10.18,92.85,27.0,63.22,Moderate
C00181,54,Accountant,0,107318,38532,11279,57507,447405,6369436,8415537,181538,15413916,1602344,13811572,45369,19768881,806,Moderately Conservative,Beginner,Wealth Creation,14287620,1117338,13170282,20,PPF,53.59,10.51,91.65,32.0,64.81,Moderate
C00182,25,Business Owner,0,69732,29955,7166,32611,389351,269770,0,164792,823913,282008,541905,101001,16133979,806,Moderately Conservative,Intermediate,Buy House,4903675,188839,4714836,10,Stocks,46.77,10.28,87.2,32.0,62.36,Moderate
C00183,50,Consultant,0,211891,121667,57038,33186,876529,4801571,15703006,670190,22051296,7687880,14363416,753287,43420177,733,Conservative,Advanced,Retirement,30797136,3361099,27436037,10,Equity MF,15.66,26.92,64.45,23.0,45.8,Moderately Conservative
C00184,42,Teacher,2,246741,104062,0,142679,340647,12362656,16144582,232784,29080669,0,29080669,322350,57534666,727,Moderate,Intermediate,Buy House,28566213,1437743,27128470,20,Bonds,57.83,0.0,93.45,52.0,74.8,Moderately Aggressive
C00185,22,Data Scientist,0,163102,73441,51109,38552,447967,222257,0,107988,778212,2264450,-1486238,134813,19411048,711,Moderately Conservative,Advanced,Buy House,10490754,155579,10335175,10,Gold,23.64,31.34,63.2,40.0,52.76,Moderate
C00186,23,Bank Employee,0,67104,24099,4107,38898,210069,197439,0,126074,533582,113658,419924,184883,12713801,813,Conservative,Advanced,Retirement,9458322,138207,9320115,37,Bonds,57.97,6.12,97.0,23.0,63.7,Moderate
C00187,30,Sales Executive,1,52178,23486,10945,17747,234865,518152,3105098,121470,3979585,1095956,2883629,108862,4986132,743,Moderately Aggressive,Advanced,Wealth Creation,5694557,362706,5331851,20,Debt MF,34.01,20.98,83.25,88.0,85.39,Aggressive
C00188,58,Accountant,0,216306,94197,0,122109,259727,20380387,0,104503,20744617,0,20744617,212621,23932768,744,Conservative,Intermediate,Retirement,24707277,8477446,16229831,2,Bonds,56.45,0.0,74.85,15.0,45.0,Moderately Conservative
C00189,28,Doctor,1,76630,31062,39255,6313,274926,169660,0,107034,551620,621738,-70118,110816,5970169,630,Moderate,Intermediate,Travel,2584697,118761,2465936,7,Hybrid MF,8.24,51.23,43.95,55.0,48.92,Moderate
